"processed","message_id","event","api_key_id","recv_message_id","credential_id","subject","from","email","asm_group_id","template_id","originating_ip","reason","outbound_ip","outbound_ip_type","mx","attempt","url","user_agent","type","is_unique","username","categories","marketing_campaign_id","marketing_campaign_name","marketing_campaign_split_id","marketing_campaign_version","unique_args"
"2026-01-07 13:47:36.000","G699IOgaRq-c9PwgzdzEfg.recvd-7445688857-4z4gq-1-695E63F8-17.0","drop","","G699IOgaRq-c9PwgzdzEfg","","Pago realizado correctamente","elenaberdu@gmail.com","nomail@example.com","","","87.58.86.119","Invalid","","","",0,"","","","","","[]","","","","","{}"
"2026-01-07 13:47:37.000","33QxBsppQde26LdrCyAlVg.recvd-7bd9484584-cqlsb-1-695E63F9-17.0","drop","","33QxBsppQde26LdrCyAlVg","","Alerta de seguridad: posible fraude detectado","elenaberdu@gmail.com","nomail@example.com","","","87.58.86.119","Invalid","","","",0,"","","","","","[]","","","","","{}"
"2026-01-07 13:47:38.000","kO8fI5X-QtyuYNSoPI1XJQ.recvd-6cfbc69475-kk9ds-1-695E63FA-11.0","processed","","kO8fI5X-QtyuYNSoPI1XJQ","","Test Notifications Service","elenaberdu@gmail.com","elenaberdu@gmail.com","","","87.58.86.119","","","","",0,"","","","","","[]","","","","","{}"
"2026-01-07 13:47:39.000","b980rp3nRquOhNeLNOFNpQ.recvd-57646fdd57-zxjqf-1-695E63FB-1E.0","drop","","b980rp3nRquOhNeLNOFNpQ","","Nuevo inicio de sesión en tu cuenta","elenaberdu@gmail.com","nomail@example.com","","","87.58.86.119","Invalid","","","",0,"","","","","","[]","","","","","{}"
"2026-01-07 13:47:40.000","kO8fI5X-QtyuYNSoPI1XJQ.recvd-6cfbc69475-kk9ds-1-695E63FA-11.0","delivered","","kO8fI5X-QtyuYNSoPI1XJQ","","","","elenaberdu@gmail.com","","","","250 2.0.0 OK  1767793660 d75a77b69052e-4ffa8ee2de0si49957341cf.449 - gsmtp","149.72.126.143","shared","gmail-smtp-in.l.google.com",0,"","","","","","[]","","","","","{}"
"2026-01-07 13:49:41.000","FlGPrypORz2dDvcT2ZAH-w.recvd-7445688857-vrj2l-1-695E6475-B.0","drop","","FlGPrypORz2dDvcT2ZAH-w","","Nuevo inicio de sesión en tu cuenta","elenaberdu@gmail.com","nomail@example.com","","","87.58.86.119","Invalid","","","",0,"","","","","","[]","","","","","{}"
"2026-01-07 13:49:41.000","eobfo8c7RTK5vXRjgrt6Og.recvd-7445688857-274cl-1-695E6475-23.0","drop","","eobfo8c7RTK5vXRjgrt6Og","","Pago realizado correctamente","elenaberdu@gmail.com","nomail@example.com","","","87.58.86.119","Invalid","","","",0,"","","","","","[]","","","","","{}"
"2026-01-07 13:49:42.000","5Ic9X3rDTdmiGWjIw-OHvQ.recvd-6cfbc69475-7l89r-1-695E6476-18.0","drop","","5Ic9X3rDTdmiGWjIw-OHvQ","","Pago programado","elenaberdu@gmail.com","nomail@example.com","","","87.58.86.119","Invalid","","","",0,"","","","","","[]","","","","","{}"
"2026-01-07 13:49:42.000","etnqJXmpSuWlBE3cE9r83Q.recvd-canary-5df9498cdc-7g7m7-1-695E6476-13.0","drop","","etnqJXmpSuWlBE3cE9r83Q","","Alerta de seguridad: posible fraude detectado","elenaberdu@gmail.com","nomail@example.com","","","87.58.86.119","Invalid","","","",0,"","","","","","[]","","","","","{}"
"2026-01-07 13:49:42.000","oW9fcndbSeCLkYE_tqsNrQ.recvd-7445688857-vrj2l-1-695E6476-3.0","drop","","oW9fcndbSeCLkYE_tqsNrQ","","Pago realizado correctamente","elenaberdu@gmail.com","nomail@example.com","","","87.58.86.119","Invalid","","","",0,"","","","","","[]","","","","","{}"
"2026-01-07 13:49:43.000","ps_Fuo0GSMmUaJNmeP46pA.recvd-6db4b8db96-55bxh-1-695E6477-18.0","processed","","ps_Fuo0GSMmUaJNmeP46pA","","Test Notifications Service","elenaberdu@gmail.com","elenaberdu@gmail.com","","","87.58.86.119","","","","",0,"","","","","","[]","","","","","{}"
"2026-01-07 13:49:43.000","kvoZyFzcRrqPCq-lc_QP_g.recvd-5fd89d8b4b-dxbvb-1-695E6477-A.0","drop","","kvoZyFzcRrqPCq-lc_QP_g","","Pago realizado correctamente","elenaberdu@gmail.com","nomail@example.com","","","87.58.86.119","Invalid","","","",0,"","","","","","[]","","","","","{}"
"2026-01-07 13:49:43.000","8z4sRjMlS_2ld4cTC55QsA.recvd-canary-676bcfb99b-lksbl-1-695E6477-3.0","drop","","8z4sRjMlS_2ld4cTC55QsA","","Nuevo inicio de sesión en tu cuenta","elenaberdu@gmail.com","nomail@example.com","","","87.58.86.119","Invalid","","","",0,"","","","","","[]","","","","","{}"
"2026-01-07 13:49:44.000","ZgTywRcQScySkSFv501Rng.recvd-7bd9484584-jmjk2-1-695E6478-D.0","drop","","ZgTywRcQScySkSFv501Rng","","Pago realizado correctamente","elenaberdu@gmail.com","nomail@example.com","","","87.58.86.119","Invalid","","","",0,"","","","","","[]","","","","","{}"
"2026-01-07 13:49:44.000","TMRWiukjT1G8x7pc4MYAHg.recvd-7bd9484584-9xkh7-1-695E6478-24.0","drop","","TMRWiukjT1G8x7pc4MYAHg","","Nuevo inicio de sesión en tu cuenta","elenaberdu@gmail.com","nomail@example.com","","","87.58.86.119","Invalid","","","",0,"","","","","","[]","","","","","{}"
"2026-01-07 13:49:44.000","EepDNRW-TEKrrUC6iodXWQ.recvd-7445688857-5vjbt-1-695E6478-20.0","drop","","EepDNRW-TEKrrUC6iodXWQ","","Nuevo inicio de sesión en tu cuenta","elenaberdu@gmail.com","nomail@example.com","","","87.58.86.119","Invalid","","","",0,"","","","","","[]","","","","","{}"
"2026-01-07 13:49:45.000","ps_Fuo0GSMmUaJNmeP46pA.recvd-6db4b8db96-55bxh-1-695E6477-18.0","delivered","","ps_Fuo0GSMmUaJNmeP46pA","","","","elenaberdu@gmail.com","","","","250 2.0.0 OK  1767793785 af79cd13be357-8c37f55f4a6si527674185a.562 - gsmtp","149.72.123.24","shared","gmail-smtp-in.l.google.com",0,"","","","","","[]","","","","","{}"
"2026-01-07 13:54:47.000","kBlY_lMmRf-qoRF58f1nog.recvd-5fd89d8b4b-ccpcq-1-695E65A7-3.0","drop","","kBlY_lMmRf-qoRF58f1nog","","Nuevo inicio de sesión en tu cuenta","elenaberdu@gmail.com","nomail@example.com","","","87.58.86.119","Invalid","","","",0,"","","","","","[]","","","","","{}"
"2026-01-07 13:54:48.000","X5j5KRn6SHGRZ6nNGa3lbQ.recvd-5fb7fdbd94-tr8pz-1-695E65A8-A.0","drop","","X5j5KRn6SHGRZ6nNGa3lbQ","","Pago realizado correctamente","elenaberdu@gmail.com","nomail@example.com","","","87.58.86.119","Invalid","","","",0,"","","","","","[]","","","","","{}"
"2026-01-07 13:54:56.000","p610HgAxTTq9Ew0jgGjH8g.recvd-6db4b8db96-275gs-1-695E65B0-4.0","drop","","p610HgAxTTq9Ew0jgGjH8g","","Pago realizado correctamente","elenaberdu@gmail.com","nomail@example.com","","","87.58.86.119","Invalid","","","",0,"","","","","","[]","","","","","{}"
"2026-01-07 13:55:04.000","8_nhAstcQ0SA_3qBxqPUdg.recvd-7bd9484584-kvdck-1-695E65B8-26.0","drop","","8_nhAstcQ0SA_3qBxqPUdg","","Alerta de seguridad: posible fraude detectado","elenaberdu@gmail.com","nomail@example.com","","","87.58.86.119","Invalid","","","",0,"","","","","","[]","","","","","{}"
"2026-01-07 13:55:14.000","IA8U9yqrROGd0kijzTOB8Q.recvd-57646fdd57-zxx57-1-695E65C2-2.0","processed","","IA8U9yqrROGd0kijzTOB8Q","","Test Notifications Service","elenaberdu@gmail.com","elenaberdu@gmail.com","","","87.58.86.119","","","","",0,"","","","","","[]","","","","","{}"
"2026-01-07 13:55:15.000","IA8U9yqrROGd0kijzTOB8Q.recvd-57646fdd57-zxx57-1-695E65C2-2.0","delivered","","IA8U9yqrROGd0kijzTOB8Q","","","","elenaberdu@gmail.com","","","","250 2.0.0 OK  1767794115 6a1803df08f44-8907720fbc5si48185236d6.396 - gsmtp","149.72.123.24","shared","gmail-smtp-in.l.google.com",0,"","","","","","[]","","","","","{}"
"2026-01-07 13:55:23.000","hi9uLaZyRtKAkOdovhJxkw.recvd-7445688857-wqlfc-1-695E65CB-9.0","drop","","hi9uLaZyRtKAkOdovhJxkw","","Nuevo inicio de sesión en tu cuenta","elenaberdu@gmail.com","nomail@example.com","","","87.58.86.119","Invalid","","","",0,"","","","","","[]","","","","","{}"
"2026-01-07 13:57:31.000","JGED6N-GTomUgl9oU1pnBA.recvd-7bd9484584-j67kk-1-695E664B-7.0","drop","","JGED6N-GTomUgl9oU1pnBA","","Pago realizado correctamente","elenaberdu@gmail.com","nomail@example.com","","","87.58.86.119","Invalid","","","",0,"","","","","","[]","","","","","{}"
"2026-01-07 13:57:31.000","dxzJ_mMRQqeXgCNO0I_p_w.recvd-7bd9484584-pxq8r-1-695E664B-8.0","drop","","dxzJ_mMRQqeXgCNO0I_p_w","","Nuevo inicio de sesión en tu cuenta","elenaberdu@gmail.com","nomail@example.com","","","87.58.86.119","Invalid","","","",0,"","","","","","[]","","","","","{}"
"2026-01-07 13:57:31.000","99cqP2uBQfOnJYQG4IEU2A.recvd-67dddcc6fc-zwmr2-1-695E664B-15.0","drop","","99cqP2uBQfOnJYQG4IEU2A","","Pago realizado correctamente","elenaberdu@gmail.com","nomail@example.com","","","87.58.86.119","Invalid","","","",0,"","","","","","[]","","","","","{}"
"2026-01-07 13:57:32.000","-hN2zJIwQgOJEZuaHKOZfQ.recvd-6cfbc69475-8cpxb-1-695E664C-F.0","drop","","-hN2zJIwQgOJEZuaHKOZfQ","","Pago programado","elenaberdu@gmail.com","nomail@example.com","","","87.58.86.119","Invalid","","","",0,"","","","","","[]","","","","","{}"
"2026-01-07 13:57:32.000","-qORpjumSyqjIup9f6GjGQ.recvd-canary-676bcfb99b-lksbl-1-695E664C-6.0","drop","","-qORpjumSyqjIup9f6GjGQ","","Alerta de seguridad: posible fraude detectado","elenaberdu@gmail.com","nomail@example.com","","","87.58.86.119","Invalid","","","",0,"","","","","","[]","","","","","{}"
"2026-01-07 13:57:32.000","bQgs6B3wQK2IgLwM6HmDkA.recvd-6db4b8db96-qsdt2-1-695E664C-1E.0","drop","","bQgs6B3wQK2IgLwM6HmDkA","","Nuevo inicio de sesión en tu cuenta","elenaberdu@gmail.com","nomail@example.com","","","87.58.86.119","Invalid","","","",0,"","","","","","[]","","","","","{}"
"2026-01-07 13:57:33.000","GZrzqfAzRpagCqWwVEpuZg.recvd-5fb7fdbd94-h6777-1-695E664D-11.0","processed","","GZrzqfAzRpagCqWwVEpuZg","","Test Notifications Service","elenaberdu@gmail.com","elenaberdu@gmail.com","","","87.58.86.119","","","","",0,"","","","","","[]","","","","","{}"
"2026-01-07 13:57:33.000","BNBFv3eYSRmw-gQpcXLUYw.recvd-6db4b8db96-bczr5-1-695E664D-3.0","drop","","BNBFv3eYSRmw-gQpcXLUYw","","Pago realizado correctamente","elenaberdu@gmail.com","nomail@example.com","","","87.58.86.119","Invalid","","","",0,"","","","","","[]","","","","","{}"
"2026-01-07 13:57:33.000","hlfjz1dKRWa-LRkUT4eStw.recvd-canary-69ff975b74-g7zln-1-695E664D-B.0","drop","","hlfjz1dKRWa-LRkUT4eStw","","Nuevo inicio de sesión en tu cuenta","elenaberdu@gmail.com","nomail@example.com","","","87.58.86.119","Invalid","","","",0,"","","","","","[]","","","","","{}"
"2026-01-07 13:57:34.000","z5Sn6AoNRq2tZ2SJZv1btw.recvd-6cfbc69475-j4p5p-1-695E664D-2B.0","drop","","z5Sn6AoNRq2tZ2SJZv1btw","","Pago realizado correctamente","elenaberdu@gmail.com","nomail@example.com","","","87.58.86.119","Invalid","","","",0,"","","","","","[]","","","","","{}"
"2026-01-07 13:57:34.000","e6V7IwydSBOLWUAUPtzNIg.recvd-5fb7fdbd94-h6777-1-695E664E-B.0","drop","","e6V7IwydSBOLWUAUPtzNIg","","Nuevo inicio de sesión en tu cuenta","elenaberdu@gmail.com","nomail@example.com","","","87.58.86.119","Invalid","","","",0,"","","","","","[]","","","","","{}"
"2026-01-07 13:57:36.000","GZrzqfAzRpagCqWwVEpuZg.recvd-5fb7fdbd94-h6777-1-695E664D-11.0","delivered","","GZrzqfAzRpagCqWwVEpuZg","","","","elenaberdu@gmail.com","","","","250 2.0.0 OK  1767794255 d75a77b69052e-4ffa8eddb7dsi48811761cf.413 - gsmtp","159.183.224.105","shared","gmail-smtp-in.l.google.com",0,"","","","","","[]","","","","","{}"
"2026-01-08 14:04:03.000","qlmxM4LuRc2Ync5LG4QUTg.recvd-6db4b8db96-zkw26-1-695FB953-2E.0","drop","","qlmxM4LuRc2Ync5LG4QUTg","","Nuevo inicio de sesión en tu cuenta","elenaberdu@gmail.com","nomail@example.com","","","87.58.86.120","Invalid","","","",0,"","","","","","[]","","","","","{}"
"2026-01-08 14:07:46.000","581YM_rEQ6ydmCQfVxcI6g.recvd-6cfbc69475-lsw6w-1-695FBA32-24.0","drop","","581YM_rEQ6ydmCQfVxcI6g","","Alerta de seguridad: posible fraude detectado","elenaberdu@gmail.com","nomail@example.com","","","87.58.86.120","Invalid","","","",0,"","","","","","[]","","","","","{}"
"2026-01-08 14:08:04.000","oevMWqkuRXm8yN-oJyne8A.recvd-5fd89d8b4b-c6h8q-1-695FBA44-4.0","drop","","oevMWqkuRXm8yN-oJyne8A","","Pago realizado correctamente","elenaberdu@gmail.com","nomail@example.com","","","87.58.86.120","Invalid","","","",0,"","","","","","[]","","","","","{}"
"2026-01-08 15:57:53.000","nTUls699QpiK3v90k9rDnQ.recvd-67dddcc6fc-jn7n7-1-695FD401-1C.0","drop","","nTUls699QpiK3v90k9rDnQ","","Pago realizado correctamente","elenaberdu@gmail.com","nomail@example.com","","","87.58.86.98","Invalid","","","",0,"","","","","","[]","","","","","{}"
"2026-01-08 15:58:35.000","PC6QfoAASCC2zwsF82g1Sg.recvd-57646fdd57-jt4pz-1-695FD42B-1E.0","drop","","PC6QfoAASCC2zwsF82g1Sg","","Alerta de seguridad: posible fraude detectado","elenaberdu@gmail.com","nomail@example.com","","","87.58.86.98","Invalid","","","",0,"","","","","","[]","","","","","{}"
"2026-01-08 15:59:16.000","VJ0UmubAT1SpTeawk1a1Gg.recvd-57646fdd57-k4t4w-1-695FD454-12.0","drop","","VJ0UmubAT1SpTeawk1a1Gg","","Nuevo inicio de sesión en tu cuenta","elenaberdu@gmail.com","nomail@example.com","","","87.58.86.98","Invalid","","","",0,"","","","","","[]","","","","","{}"
"2026-01-08 16:04:43.000","j8pUedeETU-P5CMoFuq72Q.recvd-7bd9484584-pxq8r-1-695FD59B-23.0","drop","","j8pUedeETU-P5CMoFuq72Q","","Pago realizado correctamente","elenaberdu@gmail.com","nomail@example.com","","","87.58.86.98","Invalid","","","",0,"","","","","","[]","","","","","{}"
"2026-01-08 16:04:55.000","7DBeWT1NRyG_NyGiwsoZhA.recvd-5fd89d8b4b-wtkd5-1-695FD5A7-3B.0","processed","","7DBeWT1NRyG_NyGiwsoZhA","","Test Notifications Service","elenaberdu@gmail.com","elenaberdu@gmail.com","","","87.58.86.98","","","","",0,"","","","","","[]","","","","","{}"
"2026-01-08 16:04:57.000","7DBeWT1NRyG_NyGiwsoZhA.recvd-5fd89d8b4b-wtkd5-1-695FD5A7-3B.0","deferred","","7DBeWT1NRyG_NyGiwsoZhA","","","","elenaberdu@gmail.com","","","","421 4.7.32 Your email has been rate limited because the From: header (RFC5322) in this message isn't aligned with either the authenticated SPF or DKIM organizational domain. To learn more about DMARC alignment, visit https://support.google.com/a?p=dmarc-alignment To learn more about Gmail requirements for bulk senders, visit https://support.google.com/a?p=sender-guidelines. d2e1a72fcca58-819bb1d6bb6si13603429b3a.75 - gsmtp","149.72.120.130","","gmail-smtp-in.l.google.com",0,"","","","","","[]","","","","","{}"
"2026-01-08 16:05:14.000","7DBeWT1NRyG_NyGiwsoZhA.recvd-5fd89d8b4b-wtkd5-1-695FD5A7-3B.0","deferred","","7DBeWT1NRyG_NyGiwsoZhA","","","","elenaberdu@gmail.com","","","","421 4.7.32 Your email has been rate limited because the From: header (RFC5322) in this message isn't aligned with either the authenticated SPF or DKIM organizational domain. To learn more about DMARC alignment, visit https://support.google.com/a?p=dmarc-alignment To learn more about Gmail requirements for bulk senders, visit https://support.google.com/a?p=sender-guidelines. d9443c01a7336-2a3e3cb5a10si130088335ad.100 - gsmtp","159.183.235.50","","gmail-smtp-in.l.google.com",1,"","","","","","[]","","","","","{}"
"2026-01-08 16:05:52.000","7DBeWT1NRyG_NyGiwsoZhA.recvd-5fd89d8b4b-wtkd5-1-695FD5A7-3B.0","deferred","","7DBeWT1NRyG_NyGiwsoZhA","","","","elenaberdu@gmail.com","","","","421 4.7.32 Your email has been rate limited because the From: header (RFC5322) in this message isn't aligned with either the authenticated SPF or DKIM organizational domain. To learn more about DMARC alignment, visit https://support.google.com/a?p=dmarc-alignment To learn more about Gmail requirements for bulk senders, visit https://support.google.com/a?p=sender-guidelines. d2e1a72fcca58-819c6ecadf7si15623050b3a.233 - gsmtp","159.183.224.105","","gmail-smtp-in.l.google.com",2,"","","","","","[]","","","","","{}"
"2026-01-08 16:07:49.000","7DBeWT1NRyG_NyGiwsoZhA.recvd-5fd89d8b4b-wtkd5-1-695FD5A7-3B.0","deferred","","7DBeWT1NRyG_NyGiwsoZhA","","","","elenaberdu@gmail.com","","","","421 4.7.32 Your email has been rate limited because the From: header (RFC5322) in this message isn't aligned with either the authenticated SPF or DKIM organizational domain. To learn more about DMARC alignment, visit https://support.google.com/a?p=dmarc-alignment To learn more about Gmail requirements for bulk senders, visit https://support.google.com/a?p=sender-guidelines. 41be03b00d2f7-c4cbdd5b7e0si11771063a12.114 - gsmtp","159.183.224.104","","gmail-smtp-in.l.google.com",3,"","","","","","[]","","","","","{}"
"2026-01-08 16:10:19.000","7DBeWT1NRyG_NyGiwsoZhA.recvd-5fd89d8b4b-wtkd5-1-695FD5A7-3B.0","deferred","","7DBeWT1NRyG_NyGiwsoZhA","","","","elenaberdu@gmail.com","","","","421 4.7.32 Your email has been rate limited because the From: header (RFC5322) in this message isn't aligned with either the authenticated SPF or DKIM organizational domain. To learn more about DMARC alignment, visit https://support.google.com/a?p=dmarc-alignment To learn more about Gmail requirements for bulk senders, visit https://support.google.com/a?p=sender-guidelines. d2e1a72fcca58-819c6ec8bd2si15594863b3a.226 - gsmtp","159.183.235.50","","gmail-smtp-in.l.google.com",4,"","","","","","[]","","","","","{}"
"2026-01-08 16:14:24.000","4jFNpi9jS-qJ5i-IX_Bnug.recvd-6cfbc69475-8cpxb-1-695FD7E0-2B.0","drop","","4jFNpi9jS-qJ5i-IX_Bnug","","Nuevo inicio de sesión en tu cuenta","elenaberdu@gmail.com","nomail@example.com","","","87.58.86.98","Invalid","","","",0,"","","","","","[]","","","","","{}"
"2026-01-08 16:14:25.000","7DBeWT1NRyG_NyGiwsoZhA.recvd-5fd89d8b4b-wtkd5-1-695FD5A7-3B.0","deferred","","7DBeWT1NRyG_NyGiwsoZhA","","","","elenaberdu@gmail.com","","","","421 4.7.32 Your email has been rate limited because the From: header (RFC5322) in this message isn't aligned with either the authenticated SPF or DKIM organizational domain. To learn more about DMARC alignment, visit https://support.google.com/a?p=dmarc-alignment To learn more about Gmail requirements for bulk senders, visit https://support.google.com/a?p=sender-guidelines. d2e1a72fcca58-819bac05fe7si13510277b3a.20 - gsmtp","149.72.154.232","","gmail-smtp-in.l.google.com",5,"","","","","","[]","","","","","{}"
"2026-01-08 16:14:28.000","6FomLhRES3afb76kmucSrg.recvd-5fd89d8b4b-whptz-1-695FD7E4-C.0","drop","","6FomLhRES3afb76kmucSrg","","Pago realizado correctamente","elenaberdu@gmail.com","nomail@example.com","","","87.58.86.98","Invalid","","","",0,"","","","","","[]","","","","","{}"
"2026-01-08 16:14:31.000","7-tdZO28R9m7YJZbdN55bw.recvd-67dddcc6fc-jn7n7-1-695FD7E7-21.0","drop","","7-tdZO28R9m7YJZbdN55bw","","Pago realizado correctamente","elenaberdu@gmail.com","nomail@example.com","","","87.58.86.98","Invalid","","","",0,"","","","","","[]","","","","","{}"
"2026-01-08 16:14:34.000","vOUFL-lRT1mCq3ZRMWoXBw.recvd-canary-5677f4768d-pzlp2-1-695FD7EA-24.0","drop","","vOUFL-lRT1mCq3ZRMWoXBw","","Alerta de seguridad: posible fraude detectado","elenaberdu@gmail.com","nomail@example.com","","","87.58.86.98","Invalid","","","",0,"","","","","","[]","","","","","{}"
"2026-01-08 16:14:36.000","n5ijxxzjSFCYoc2wpwXNAQ.recvd-57646fdd57-nzlhv-1-695FD7EC-13.0","processed","","n5ijxxzjSFCYoc2wpwXNAQ","","Test Notifications Service","elenaberdu@gmail.com","elenaberdu@gmail.com","","","87.58.86.98","","","","",0,"","","","","","[]","","","","","{}"
"2026-01-08 16:14:38.000","n5ijxxzjSFCYoc2wpwXNAQ.recvd-57646fdd57-nzlhv-1-695FD7EC-13.0","delivered","","n5ijxxzjSFCYoc2wpwXNAQ","","","","elenaberdu@gmail.com","","","","250 2.0.0 OK  1767888878 af79cd13be357-8c37f49a288si866348685a.145 - gsmtp","149.72.126.143","shared","gmail-smtp-in.l.google.com",0,"","","","","","[]","","","","","{}"
"2026-01-08 16:21:01.000","vgX3hE-_SCu6bFPeS3keBg.recvd-7bd9484584-scfpz-1-695FD96D-8.0","drop","","vgX3hE-_SCu6bFPeS3keBg","","Nuevo inicio de sesión en tu cuenta","elenaberdu@gmail.com","nomail@example.com","","","87.58.86.98","Invalid","","","",0,"","","","","","[]","","","","","{}"
"2026-01-08 16:21:05.000","Tx2cBj9BQIGTAJ4FBI8Wog.recvd-57646fdd57-ckgcc-1-695FD970-5A.0","drop","","Tx2cBj9BQIGTAJ4FBI8Wog","","Pago realizado correctamente","elenaberdu@gmail.com","nomail@example.com","","","87.58.86.98","Invalid","","","",0,"","","","","","[]","","","","","{}"
"2026-01-08 16:21:08.000","mx8o4ya8QF6IafuQ1Xbwyg.recvd-5fd89d8b4b-dxbvb-1-695FD974-C.0","drop","","mx8o4ya8QF6IafuQ1Xbwyg","","Pago realizado correctamente","elenaberdu@gmail.com","nomail@example.com","","","87.58.86.98","Invalid","","","",0,"","","","","","[]","","","","","{}"
"2026-01-08 16:21:11.000","87NmheP_RECh6ctxLyU5-g.recvd-5fd89d8b4b-bn27p-1-695FD977-11.0","drop","","87NmheP_RECh6ctxLyU5-g","","Alerta de seguridad: posible fraude detectado","elenaberdu@gmail.com","nomail@example.com","","","87.58.86.98","Invalid","","","",0,"","","","","","[]","","","","","{}"
"2026-01-08 16:21:13.000","xfX-IYfjSNmZ1fKknhOslA.recvd-7bd9484584-cqlsb-1-695FD979-20.0","processed","","xfX-IYfjSNmZ1fKknhOslA","","Test Notifications Service","elenaberdu@gmail.com","elenaberdu@gmail.com","","","87.58.86.98","","","","",0,"","","","","","[]","","","","","{}"
"2026-01-08 16:21:16.000","xfX-IYfjSNmZ1fKknhOslA.recvd-7bd9484584-cqlsb-1-695FD979-20.0","deferred","","xfX-IYfjSNmZ1fKknhOslA","","","","elenaberdu@gmail.com","","","","421 4.7.32 Your email has been rate limited because the From: header (RFC5322) in this message isn't aligned with either the authenticated SPF or DKIM organizational domain. To learn more about DMARC alignment, visit https://support.google.com/a?p=dmarc-alignment To learn more about Gmail requirements for bulk senders, visit https://support.google.com/a?p=sender-guidelines. d2e1a72fcca58-81c8d185fc5si5323305b3a.29 - gsmtp","159.183.224.105","","gmail-smtp-in.l.google.com",0,"","","","","","[]","","","","","{}"
"2026-01-08 16:21:32.000","xfX-IYfjSNmZ1fKknhOslA.recvd-7bd9484584-cqlsb-1-695FD979-20.0","deferred","","xfX-IYfjSNmZ1fKknhOslA","","","","elenaberdu@gmail.com","","","","421 4.7.32 Your email has been rate limited because the From: header (RFC5322) in this message isn't aligned with either the authenticated SPF or DKIM organizational domain. To learn more about DMARC alignment, visit https://support.google.com/a?p=dmarc-alignment To learn more about Gmail requirements for bulk senders, visit https://support.google.com/a?p=sender-guidelines. d9443c01a7336-2a3e3cd6379si124972125ad.181 - gsmtp","159.183.235.50","","gmail-smtp-in.l.google.com",1,"","","","","","[]","","","","","{}"
"2026-01-08 16:22:25.000","xfX-IYfjSNmZ1fKknhOslA.recvd-7bd9484584-cqlsb-1-695FD979-20.0","deferred","","xfX-IYfjSNmZ1fKknhOslA","","","","elenaberdu@gmail.com","","","","421 4.7.32 Your email has been rate limited because the From: header (RFC5322) in this message isn't aligned with either the authenticated SPF or DKIM organizational domain. To learn more about DMARC alignment, visit https://support.google.com/a?p=dmarc-alignment To learn more about Gmail requirements for bulk senders, visit https://support.google.com/a?p=sender-guidelines. 41be03b00d2f7-c4cbdd5aa0esi12090538a12.116 - gsmtp","149.72.123.24","","gmail-smtp-in.l.google.com",2,"","","","","","[]","","","","","{}"
"2026-01-08 16:22:57.000","oJumncUlTHy4Xq_et-e86Q.recvd-5fb7fdbd94-tr8pz-1-695FD9E1-8.0","drop","","oJumncUlTHy4Xq_et-e86Q","","Nuevo inicio de sesión en tu cuenta","elenaberdu@gmail.com","nomail@example.com","","","87.58.86.98","Invalid","","","",0,"","","","","","[]","","","","","{}"
"2026-01-08 16:22:59.000","HBBePWXgSHu--8YPQxDjNA.recvd-7445688857-wqlfc-1-695FD9E3-13.0","drop","","HBBePWXgSHu--8YPQxDjNA","","Pago realizado correctamente","elenaberdu@gmail.com","nomail@example.com","","","87.58.86.98","Invalid","","","",0,"","","","","","[]","","","","","{}"
"2026-01-08 16:23:02.000","MvVRZXqaSxmfLHUVbEut2Q.recvd-5fd89d8b4b-whptz-1-695FD9E6-1F.0","drop","","MvVRZXqaSxmfLHUVbEut2Q","","Pago realizado correctamente","elenaberdu@gmail.com","nomail@example.com","","","87.58.86.98","Invalid","","","",0,"","","","","","[]","","","","","{}"
"2026-01-08 16:23:05.000","jCLPD92UT1Wf3cWKnbmfzw.recvd-5fb7fdbd94-64jb8-1-695FD9E9-8.0","drop","","jCLPD92UT1Wf3cWKnbmfzw","","Alerta de seguridad: posible fraude detectado","elenaberdu@gmail.com","nomail@example.com","","","87.58.86.98","Invalid","","","",0,"","","","","","[]","","","","","{}"
"2026-01-08 16:23:07.000","0J3zjHRxRBizQlucPvGRqA.recvd-5fb7fdbd94-jkm2k-1-695FD9EB-22.0","drop","","0J3zjHRxRBizQlucPvGRqA","","Pago programado","elenaberdu@gmail.com","nomail@example.com","","","87.58.86.98","Invalid","","","",0,"","","","","","[]","","","","","{}"
"2026-01-08 16:23:10.000","_8fryvyMQ6aOhRb0NJ6vqw.recvd-canary-5677f4768d-pzlp2-1-695FD9EE-16.0","drop","","_8fryvyMQ6aOhRb0NJ6vqw","","Nuevo inicio de sesión en tu cuenta","elenaberdu@gmail.com","nomail@example.com","","","87.58.86.98","Invalid","","","",0,"","","","","","[]","","","","","{}"
"2026-01-08 16:23:12.000","vrc_uLA-Sb2dhGKouEVg_g.recvd-7445688857-zfx6d-1-695FD9F0-49.0","drop","","vrc_uLA-Sb2dhGKouEVg_g","","Pago realizado correctamente","elenaberdu@gmail.com","nomail@example.com","","","87.58.86.98","Invalid","","","",0,"","","","","","[]","","","","","{}"
"2026-01-08 16:23:13.000","Kun1SH0nSqiWNlgNOopsJQ.recvd-6cfbc69475-j4p5p-1-695FD9F1-7.0","processed","","Kun1SH0nSqiWNlgNOopsJQ","","Test Notifications Service","elenaberdu@gmail.com","elenaberdu@gmail.com","","","87.58.86.98","","","","",0,"","","","","","[]","","","","","{}"
